2,35,37
1,56,73
2,10,7
0,25,27
0,0,38
0,90,80
2,0,64
1,23,9
0,16,52
0,76,23
1,5,65
2,25,60
2,9,48
0,82,27
2,58,69
2,4,66
2,2,32
2,81,48
2,34,17
1,53,1
2,0,74
1,0,79
2,6,56
1,23,27
1,20,30
2,18,8
2,9,62
0,4,92
0,0,1
0,33,37
2,17,35
2,37,25
1,21,9
1,22,32
2,2,16
0,43,21
2,26,23
1,0,98
1,35,35
1,89,79
2,18,23
1,82,74
1,46,64
0,42,67
0,35,33
1,31,30
0,41,24
1,3,21
2,69,69
0,79,23
0,10,54
2,20,14
0,16,67
0,82,23
1,22,32
2,46,20
0,87,29
0,64,71
2,5,4
1,30,11
1,8,57
1,38,31
0,19,15
2,92,21
1,38,63
1,38,0
2,23,15
1,87,72
2,27,14
1,22,59
1,92,77
0,28,35
0,88,77
1,98,40
2,12,36
0,28,93
0,74,73
0,36,34
1,2,38
1,39,21
2,7,16
2,9,33
0,36,62
2,63,41
2,42,69
0,27,39
1,14,66
1,15,2
1,31,30
0,57,18
0,33,69
0,96,76
0,69,49
0,20,26
0,80,22
0,92,23
2,14,33
1,9,18
2,30,16
1,34,58
2,17,31
1,77,49
0,27,65
1,87,30
0,36,28
0,32,14
2,66,39
1,12,99
0,26,19
1,51,38
1,24,33
2,4,56
2,23,7
0,16,91
1,34,56
1,65,18
0,26,67
2,30,19
0,44,62
2,22,25
1,86,30
0,75,23
2,92,32
2,49,43
0,24,59
2,34,58
2,57,21
2,76,28
1,44,34
2,13,30
0,7,20
2,2,26
2,0,74
0,35,71
2,43,98
2,76,20
0,1,2
1,64,40
1,14,23
2,17,14
0,75,98
2,3,73
0,13,32
2,92,32
1,41,73
2,33,69
0,57,40
1,17,22
0,5,59
1,15,21
1,33,18
1,60,66
1,47,75
2,41,24
0,44,68
2,22,56
1,62,18
2,59,70
2,33,34
2,16,8
0,30,96
2,25,19
1,41,24
2,21,66
1,4,6
2,39,74
1,2,91
2,81,0
0,0,94
1,24,19
2,10,24
2,94,22
2,18,31
2,65,46
2,52,33
0,97,28
2,98,43
1,2,73
2,76,26
2,46,22
2,23,35
1,45,42
1,58,19
0,56,21
2,86,1
1,30,62
0,45,0
2,16,28
1,38,37
1,20,26
1,76,44
1,89,22
0,10,49
2,10,24
1,56,66
2,27,24
1,8,23
1,55,40
0,86,72
0,51,41
1,38,72
2,28,33
0,1,1
2,8,23
2,22,19
0,10,4
2,32,66
2,15,60
1,51,32
2,96,26
2,73,42
2,38,66
2,45,16
0,21,24
1,53,34
1,39,75
1,72,74
1,20,24
1,15,18
0,3,56
2,30,9
1,85,27
2,3,10
2,33,31
0,45,30
1,4,30
0,26,95
1,23,56
1,76,26
2,29,25
2,64,41
1,50,41
0,90,24
0,95,22
0,13,12
2,88,25
0,38,63
2,94,99
0,18,34
0,12,6
2,33,56
1,32,39
1,38,41
0,42,64
0,91,76
2,41,64
0,14,15
0,54,22
2,0,82
2,48,21
1,37,26
0,10,18
1,35,60
1,24,56
2,40,12
2,25,69
2,19,10
1,64,17
2,42,38
0,25,9
1,40,61
0,56,75
0,0,47
0,10,65
0,71,43
1,95,76
2,96,0
1,52,66
2,65,47
0,12,70
0,42,32
2,55,44
0,61,19
1,28,99
1,45,36
0,3,2
1,3,21
0,46,22
2,31,41
1,75,46
2,39,30
1,42,38
0,46,34
2,4,19
2,67,72
0,62,46
2,4,25
2,25,57
0,76,43
1,58,66
2,50,20
1,32,97
0,56,63
2,3,24
2,8,92
0,5,93
0,27,94
1,59,39
